"ID","Title","DOI","ResGrp","Institution","Journal","Year","AnalysisPgrm","CodeArchived","DAS","CorresAuthor","Preprints","Repository","Complete","Reuse","Access","Licence","Image","Genomics","Human","filepath"
68,"Pediatric brain tumor cells release exosomes with a miRNA repertoire that differs from exosomes secreted by normal cells","10.18632/oncotarget.21621","Pollard","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Oncotarget",2017,1,NA,NA,0,0,"Supp",2,3,2,4,0,0,0,"pdf/68.pdf"
28,"FBXW7-mutated colorectal cancer cells exhibit aberrant expression of phosphorylated-p53 at Serine-15 ","10.18632/oncotarget.3284","Tomlinson","IGC (Edinburgh Cancer Research)","Oncotarget",2015,1,NA,NA,0,0,"supp",2,2,2,4,0,NA,0,"pdf/28.pdf"
48,"Identification of novel pathways linking epithelial-to-mesenchymal transition with resistance to HER2-targeted therapy","10.18632/oncotarget.7317","Brunton","IGC (Edinburgh Cancer Research)","Oncotarget",2016,1,NA,NA,1,0,"supp",2,4,4,4,0,NA,0,"pdf/48.pdf"
475,"Human embryonic stem cell-derived dopaminergic grafts alleviate L-DOPA induced dyskinesia","10.3233/JPD-212920","Kunath","CRM","Journal of Parkinson's Disease",2022,1,"0",0,0,0,NA,2,2,2,2,0,1,NA,"pdf/475.pdf"
340,"Construction of a modular arsenic-resistance operon in E. coli and the production of arsenic nanoparticles","10.3389/fbioe.2015.00160","Louise Horsfall","IQB3","Bioengineering and Biotechnology",2015,0,NA,NA,1,0,"Supplementary material",2,3,2,4,0,0,NA,"pdf/340.pdf"
125,"Tm7sf2 disruption alters radial gene positioning in mouse liver leading to metabolic defects and diabetes characteristics","10.3389/fcell.2020.592573","Schirmer","SBS (Institute of Cell Biology)","Frontiers in Cell and Developmental Biology",2020,1,"1",1,1,0,"NCBI GEO",3,4,4,4,0,1,NA,"pdf/125.pdf"
382,"CRISPR-Cas9-Mediated Mutagenesis of the Rubisco Small Subunit Family in Nicotiana tabacum","10.3389/fgeed.2020.605614","Alistair McCormick","Other","Frontiers in Genome Editing",2020,1,NA,0,1,0,"Supporting information",2,3,4,4,0,0,NA,"pdf/382.pdf"
456,"Thymic epithelial cell fate and potency in early organogenesis assessed by single cell transcriptional and functional analysis","10.3389/fimmu.2023.1202163","Blackburn","CRM","Frontiers in Immunology",2023,1,"2",1,1,1,"B",3,4,4,4,0,1,NA,"pdf/456.pdf"
505,"Thymic epithelial cell fate and potency in early organogenesis assessed by single cell transcriptional and functional analysis","10.3389/fimmu.2023.1202163","Boulter","HGU","Frontiers in Immunology",2023,1,"2",1,0,1,"B",3,4,4,4,NA,1,NA,"pdf/505.pdf"
316,"Substantial Extracellular Metabolic Differences Found Between Phylogenetically Closely Related Probiotic and Pathogenic Strains of Escherichia coli","10.3389/fmicb.2019.00252","Karl Burgess","IQB3","Frontiers in Microbiology",2019,1,NA,1,1,0,"Supplementary material, GNPS repository",4,4,4,4,NA,NA,NA,"pdf/316.pdf"
337,"Production of Biogenic Nanoparticles for the Reduction of 4-Nitrophenol and Oxidative Laccase-Like Reactions","10.3389/fmicb.2019.00997","Louise Horsfall","IQB3","Microbiology",2019,1,NA,NA,1,0,"Supplementary material and data repository",2,4,4,4,0,NA,NA,"pdf/337.pdf"
381,"Evaluation and comparison of the efficiency of transcription terminators in different cyanobacterial species","10.3389/fmicb.2020.624011","Alistair McCormick","Other","Frontiers in Microbiology",2021,1,NA,1,1,0,"Supporting information",3,2,4,4,NA,NA,NA,"pdf/381.pdf"
440,"Understanding Beta-Lactam-Induced Lysis at the Single-Cell Level","10.3389/fmicb.2021.712007","Teuta Pilizota","Other","Frontiers in Microbiology",2021,1,NA,1,1,0,"Edinburgh Uni datashare, Supplementary info",2,2,4,4,NA,NA,NA,"pdf/440.pdf"
350,"An adenine/thymidine-rich region is integral to RepL-mediated DNA replication","10.3389/fmicb.2023.1095671","Baojun Wang","IQB3","Frontiers in Microbiology",2023,1,NA,1,1,0,"Supplementary info",2,2,4,4,0,0,NA,"pdf/350.pdf"
476,"In vivo18F-DOPA PET imaging identifies a dopaminergic deficit in a rat model with a G51D α-synuclein mutation","10.3389/fnins.2023.1095761","Kunath","CRM","Frontiers",2023,1,"0",1,1,1,"IR",4,4,3,4,1,1,NA,"pdf/476.pdf"
401,"Drought and Heat Differentially Affect XTH Expression and XET Activity and Action in 3-Day-Old Seedlings of Durum Wheat Cultivars with Different Stress Susceptibility","10.3389/fpls.2016.01686","Stephen Fry","Other","Frontiers in Plant Science",2016,1,NA,NA,1,0,"Supplementary material",2,3,2,4,1,NA,NA,"pdf/401.pdf"
311,"A metabolomic landscape of maize plants treated with a microbial biostimulant under well-watered and drought conditions","10.3389/fpls.2021.676632","Karl Burgess","IQB3","Frontiers in Plant Science",2021,1,NA,1,1,0,"Supplementary material",2,3,4,4,NA,NA,NA,"pdf/311.pdf"
182,"PTEN protein phosphatase activity is not required for tumour suppression in the mouse prostate","10.3390/biom12101511","Arends","IGC (Edinburgh Cancer Research)","Biomolecules",2022,1,NA,0,0,0,"supp",2,3,3,4,0,0,NA,"pdf/182.pdf"
448,"Pluripotent Stem Cell-Derived Hepatocytes Inhibit T Cell Proliferation In Vitro through Tryptophan Starvation","10.3390/cells11010024","Hay","CRM","Cells (MDPI)",2021,1,NA,0,1,0,NA,1,1,1,1,NA,1,0,"pdf/448.pdf"
494,"Robust genetic analysis of the X-linked anophthalmic (Ie) mouse","10.3390/genes13101797","Adams","HGU","Genes",2022,1,"2",1,0,1,"B",4,4,4,4,NA,1,NA,"pdf/494.pdf"
336,"New Methods for the Synthesis of Spirocyclic Cephalosporin Analogues","10.3390/molecules26196035","Louise Horsfall","IQB3","Molecules",2021,0,NA,1,1,0,"Supplementary materials and online public repositories like EMDB, PDB",4,4,4,4,NA,NA,NA,"pdf/336.pdf"
35,"Characterization of samhd1 morphant zebrafish recapitulates features of the human type I interferonopathy Aicardi-Goutières syndrome ","10.4049/jimmunol.1403157","Crow","IGC (Centre for Genomic and Experimental Medicine)","The Journal of Immunology",2015,1,NA,NA,0,0,NA,1,1,1,1,0,NA,NA,"pdf/35.pdf"
453,"IL-17A-Induced PLET1 Expression Contributes to Tissue Repair and Colon Tumorigenesis","10.4049/jimmunol.1601540","Blackburn","CRM","The Journal of Immunology",2017,1,NA,NA,0,0,"PR",3,4,4,2,0,1,NA,"pdf/453.pdf"
510,"The STAT3-IL10-IL6 pathway is a novel regulator of macrophage efferocytosis and phenotypic conversion in sterile liver injury","10.4049/jimmunol.1701247","Henderson","HGU","Journal of Immunology",2018,1,NA,NA,0,0,"S",2,2,2,2,1,1,0,"pdf/510.pdf"
328,"Redox regime shifts in microbially mediated biogeochemical cycles","10.5194/bg-12-3713-2015","Andrew Free","IQB3","Biogeosciences",2015,0,NA,NA,0,0,"Supplementary data",3,2,2,4,NA,NA,NA,"pdf/328.pdf"
326,"Cyanobacterial endobionts within a major marine planktonic calcifier (Globigerina bulloides, Foraminifera) revealed by 16S rRNA metabarcoding","10.5194/bg-14-901-2017","Andrew Free","IQB3","Biogeosciences",2017,1,NA,1,0,0,"Supplement to the article, Genbank and SRA",3,4,4,4,NA,1,NA,"pdf/326.pdf"
6,"The translation elongation factor eEF1A1 couples transcription to translation during heat shock response","10.7554/eLife.03164","Abbott","IGC (Centre for Genomic and Experimental Medicine)","eLife",2014,1,NA,NA,0,0,NA,1,1,1,1,0,NA,NA,"pdf/6.pdf"
46,"EphrinB2 drives perivascular invasion and proliferation of glioblastoma stem-like cells","10.7554/eLife.14845","Pollard","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","eLife",2016,1,"1",1,0,0,", Gene Expression Defines Natural Changes, GEO",4,3,3,4,1,NA,NA,"pdf/46.pdf"
479,"Evidence for evolutionary divergence of activity-dependent gene expression in developing neurons","10.7554/eLife.20337","Lowell","CRM","eLife",2016,1,"0",NA,0,0,"B",3,4,4,4,NA,1,0,"pdf/479.pdf"
361,"Distributing tasks via multiple input pathways increases cellular survival in stress","10.7554/eLife.21415","Peter Swain","IQB3","eLife",2017,1,"1",NA,1,0,"Edinburgh Uni datashare",3,4,4,4,NA,NA,NA,"pdf/361.pdf"
61,"Ambra1 spatially regulates Src activity and Src/FAK-mediated cancer cell invasion via trafficking networks","10.7554/eLife.23172","Frame","IGC (Edinburgh Cancer Research)","eLife",2017,1,NA,1,1,0,"ProteomeXchange",2,4,4,4,0,NA,NA,"pdf/61.pdf"
520,"Mobilization of LINE-1 Retrotransposons is Restricted by Tex19.1 in Mouse Embryonic Stem Cells","10.7554/eLife.26152","Meehan","HGU","eLife",2017,0,NA,0,0,0,"S",2,3,2,4,0,1,0,"pdf/520.pdf"
529,"Wilms Tumor 1b defines a wound-specific sheath cell subpopulation associated with notochord repair","10.7554/eLife.30657","Patton","HGU","eLife",2018,1,"2",NA,1,0,"S",3,4,2,4,1,1,NA,"pdf/529.pdf"
481,"BMP and FGF signaling interact to pattern mesoderm by controlling basic helix-loop-helix transcription factor activity","10.7554/eLife.31018","Lowell","CRM","eLife",2018,0,NA,1,1,0,"S",3,4,2,4,0,1,NA,"pdf/481.pdf"
462,"Human axial progenitors generate trunk neural crest cells in vitro","10.7554/eLife.35786","Wilson","CRM","eLife ",2018,1,"0",1,0,0,"B",4,4,4,4,0,1,0,"pdf/462.pdf"
465,"Disruption of entire Cables2 locus leads to embryonic lethality by diminished Rps21 gene expression and enhanced p53 pathway","10.7554/eLife.50346","Wilson","CRM","eLife Developmental Biology",2021,1,NA,1,0,0,"B",3,4,4,4,0,1,0,"pdf/465.pdf"
464,"A Tgfbr1/Snai1-dependent developmental module at the core of vertebrate axial elongation","10.7554/eLife.56615","Wilson","CRM","eLife Developmental Biology",2020,1,"1",1,0,1,"B",3,4,4,4,1,1,NA,"pdf/464.pdf"
188,"Oncogene expression from extrachromosomal DNA is driven by copy number amplification and does not require spatial clustering in glioblastoma stem cells","10.7554/eLife.80207","Pollard","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","eLife",2022,1,"1",1,1,1,"GEO ",3,4,4,4,0,1,NA,"pdf/188.pdf"
59,"Quantifying predictors for the spatial diffusion of avian influenza virus in China","10.1186/s12862-016-0845-3","Leigh-Brown","Edinburgh Infectious Diseases Organisation","BMC Ecology and Evolution                  (BMC Springer Nature)",2017,1,"0",1,0,0,"Treebase ",2,2,2,4,NA,NA,NA,"pdf/59.pdf"
118,"Retrospective application of transposon-directed insertion-site sequencing to investigate niche-specific virulence of Salmonella Typhimurium in cattle","10.1186/s12864-018-5319-0","Vohra","Edinburgh Infectious Diseases Organisation","BMC Genomics                                         (BMC Springer Nature)",2019,1,NA,1,1,0,"European Nucleotide Archive",3,3,4,4,NA,1,NA,"pdf/118.pdf"
473,"Synaptic signalling in a network of dopamine neurons: what prevents proper intercellular crosstalk?","10.1002/1873-3468.13910","Kunath","CRM","Febs Letters",2020,1,"0",NA,0,0,NA,1,1,1,1,0,1,0,"pdf/473.pdf"
263,"Toward the Development of Dual-Targeted Glyceraldehyde-3-phosphate Dehydrogenase/Trypanothione Reductase Inhibitors against Trypanosoma brucei and Trypanosoma cruzi","10.1002/cmdc.201300399","Michels","IQB3","Chem Med Chem",2014,1,"0",NA,0,0,"SM",2,2,2,2,NA,NA,NA,"pdf/263.pdf"
222,"Enhancement of cytokine-driven NK cell IFN-γ production after vaccination of HCMV infected Africans","10.1002/eji.201746974","Riley","IIIR","European Journal of Immunology",2017,1,NA,NA,3,1,"SM",2,2,2,4,NA,NA,1,"pdf/222.pdf"
134,"Safety and delivery efficiency of a photodynamic treatment of the lungs using indocyanine green and extracorporeal near infrared illumination","10.1002/jbio.202000176","Moule","Edinburgh Infectious Diseases Organisation","Journal of Biophotonics                        (Wiley Online Library)",2020,1,NA,NA,0,0,NA,1,1,1,1,0,NA,NA,"pdf/134.pdf"
1,"ArdA proteins from different mobile genetic elements can bind to the EcoKI Type I DNA methyltransferase of E. coli K12","10.1016/j.bbapap.2013.12.008","Blakely","Edinburgh Infectious Diseases Organisation","Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics (ScienceDirect)",2014,1,NA,NA,0,0,"supp",2,3,2,4,0,0,NA,"pdf/1.pdf"
259,"Enolase from Trypanosoma cruzi is inhibited by its interaction with metallocarboxypeptidase-1 and a putative acireductone dioxygenase","10.1016/j.bbapap.2018.03.003","Michels","IQB3","BBA Proteins and Proteomic",2018,0,NA,NA,0,0,"SM",2,3,2,2,0,NA,NA,"pdf/259.pdf"
272,"Trypanosomatid phosphoglycerate mutases have multiple conformational and oligomeric states","10.1016/j.bbrc.2014.06.113","Wear","IQB3","Biochemical and Biophysical Research Communications",2014,1,NA,NA,2,0,"SM",2,3,2,2,0,1,NA,"pdf/272.pdf"
247,"Pyruvate kinase from Plasmodium falciparum: Structural and kinetic insights into the allosteric mechanism","10.1016/j.bbrc.2020.08.048","Walkinshaw","IQB3","Biochemical and Biophysical Research Communications",2020,1,"0",NA,0,0,"SM, PDB",4,4,3,2,NA,NA,NA,"pdf/247.pdf"
265,"Pilot scale production, extraction and purification of a thermostable phycocyanin from Synechocystis sp. PCC 6803","10.1016/j.biortech.2021.126459","Wear","IQB3","Bioresource Technology",2021,0,NA,NA,2,0,"SM",2,3,2,4,1,NA,NA,"pdf/265.pdf"
243,"Novel triazolothiadiazines act as potent anticancer agents in liver cancer cells through Akt and ASK-1 proteins","10.1016/j.bmc.2016.01.013","Houston","IQB3","Bioorganic and Medicinal Chemistry",2016,1,"0",NA,0,0,"SM",2,2,2,2,0,NA,NA,"pdf/243.pdf"
238,"Comparison of ATP-binding pockets and discovery of homologous recombination inhibitors","10.1016/j.bmc.2022.116923","Houston","IQB3","Bioorganic and Medicinal Chemistry",2022,1,"0",0,1,0,"SM",2,3,2,4,0,NA,NA,"pdf/238.pdf"
262,"Synthesis and evaluation of novel prenylated chalcone derivatives as anti-leishmanial and anti-trypanosomal compounds","10.1016/j.bmcl.2015.05.072","Michels","IQB3","Bioorganic & Medicinal Chemistry Letters",2015,0,NA,NA,0,0,"SM",2,2,2,2,NA,NA,NA,"pdf/262.pdf"
244,"Identification and activity of inhibitors of the essential nematode-specific metalloprotease DPY-31","10.1016/j.bmcl.2015.10.077","Houston","IQB3","Bioorganic & Medicinal Chemistry Letters",2015,1,NA,NA,0,0,"SM",2,2,2,4,0,NA,NA,"pdf/244.pdf"
252,"A Molecular Dynamics Study of Allosteric Transitions in Leishmania mexicana Pyruvate Kinase.","10.1016/j.bpj.2015.05.040 ","Walkinshaw","IQB3","Biophysical Journal",2015,1,NA,NA,1,0,"SM",3,2,2,2,0,NA,NA,"pdf/252.pdf"
241,"Oligopeptide Signaling through TbGPR89 Drives Trypanosome Quorum Sensing","10.1016/j.cell.2018.10.041","Houston","IQB3","Cell",2019,1,NA,NA,0,0,"SM",3,4,2,4,0,0,NA,"pdf/241.pdf"
51,"Extracellular Vesicles from a Helminth Parasite Suppress Macrophage Activation and Constitute an Effective Vaccine for Protective Immunity","10.1016/j.celrep.2017.05.001","Buck","Edinburgh Infectious Diseases Organisation","Cell Reports                                                   (Cell Press)",2017,1,NA,NA,1,0,NA,1,1,1,1,0,NA,NA,"pdf/51.pdf"
552,"Elevated FOXG1 in glioblastoma stem cells cooperates with Wnt/β-catenin to induce exit from quiescence","10.1016/j.celrep.2023.112561","Pollard","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Cell Reports",2023,1,"0",1,1,1,"Mendaley",4,4,4,4,NA,1,NA,"pdf/552.pdf"
282,"A LC3-Interacting Motif in the Influenza A Virus M2 Protein Is Required to Subvert Autophagy and Maintain Virion Stability","10.1016/j.chom.2014.01.006","Digard","Roslin","Cell Host & Microbe",2014,1,NA,NA,1,0,"SM",3,2,2,4,0,NA,NA,"pdf/282.pdf"
240,"PRL3-DDX21 Transcriptional Control of Endolysosomal Genes Restricts Melanocyte Stem Cell Differentiation","10.1016/j.devcel.2020.06.013","Houston","IQB3","Developmental Cell",2020,1,NA,NA,0,0,"SM, NCBI",3,4,3,4,0,1,NA,"pdf/240.pdf"
17,"Mechanistic Studies of the Negative Epistatic Malaria-protective Interaction Between Sickle Cell Trait and α+thalassemia","10.1016/j.ebiom.2014.10.006","Rowe","Edinburgh Infectious Diseases Organisation","eBioMedicine                                              (The Lancet)",2014,1,NA,NA,0,0,"supp",2,2,2,4,NA,NA,0,"pdf/17.pdf"
261,"Trypanosoma evansi contains two auxiliary enzymes of glycolytic metabolism: Phosphoenolpyruvate carboxykinase and pyruvate phosphate dikinase","10.1016/j.exppara.2016.03.003","Michels","IQB3","Experimental Parasitology",2016,0,NA,NA,0,0,NA,2,2,2,2,0,0,NA,"pdf/261.pdf"
256,"Anonaine from Annona crassiflora inhibits glutathione S-transferase and improves cypermethrin activity on Rhipicephalus (Boophilus) microplus (Canestrini, 1887)","10.1016/j.exppara.2022.108398","Michels","IQB3","Experimental Parasitology",2022,1,NA,0,0,0,"SM, PDB",2,3,3,4,0,1,NA,"pdf/256.pdf"
302,"Anti-parasitic benzoxaboroles are ineffective against Theileria parva in vitro","10.1016/j.ijpddr.2023.10.003","Morrison","Roslin","International Journal for Parasitology: Drugs and Drug Resistance",2023,1,NA,NA,1,0,"SM",3,2,2,4,NA,0,NA,"pdf/302.pdf"
269,"HpARI Protein Secreted by a Helminth Parasite Suppresses Interleukin-33","10.1016/j.immuni.2017.09.015","Wear","IQB3","Immunity",2017,1,"0",1,2,0,"PDB",2,4,3,4,0,1,0,"pdf/269.pdf"
140,"Microbial Stimulation Reverses the Age-Related Decline in M Cells in Aged Mice","10.1016/j.isci.2020.101147","Vohra","Edinburgh Infectious Diseases Organisation","iScience                                                         (Cell Press)",2020,1,NA,1,0,1,"European Nucleotide Archive",2,3,4,4,0,1,NA,"pdf/140.pdf"
293,"Viral vectors expressing group B meningococcal outer membrane proteins induce strong antibody responses but fail to induce functional bactericidal activity","10.1016/j.jinf.2022.02.032","Paterson","Roslin","Journal of Infection",2022,1,NA,NA,0,0,"SM",2,2,2,4,0,NA,NA,"pdf/293.pdf"
280,"The environmental deposition of influenza virus from patients infected with influenza A(H1N1)pdm09: Implications for infection prevention and control","10.1016/j.jiph.2015.10.009","Digard","Roslin","Journal of Infection and Public Health",2016,1,NA,NA,0,0,"SM",3,3,2,2,NA,NA,1,"pdf/280.pdf"
250,"Structures of Leishmania Fructose-1,6-Bisphosphatase Reveal Species-Specific Differences in the Mechanism of Allosteric Inhibition","10.1016/j.jmb.2017.08.010","Walkinshaw","IQB3","Journal of Molecular Biology",2017,1,NA,NA,1,0,"SM",3,2,2,4,0,1,NA,"pdf/250.pdf"
545,"Endogenous epitope tagging of eEF1A2 in mice reveals early embryonic expression of eEF1A2 and subcellular compartmentalisation of neuronal eEF1A1 and eEF1A2","10.1016/j.mcn.2023.103879","Abbott","IGC (Centre for Genomic and Experimental Medicine)","Molecular and Cellular Neuroscience",2023,1,"0",0,1,0,NA,1,1,1,1,0,0,NA,"pdf/545.pdf"
40,"Reconstructing the HIV-1 CRF02_AG and CRF06_cpx epidemics in Burkina Faso and West Africa using early samples","10.1016/j.meegid.2016.03.038","Leigh-Brown","Edinburgh Infectious Diseases Organisation","Infection, Genetics and Evolution  (ScienceDirect)",2016,1,NA,NA,0,0,"supp",2,2,2,3,NA,NA,0,"pdf/40.pdf"
34,"Identification of the minimal binding region of a Plasmodium falciparum IgM binding PfEMP1 domain","10.1016/j.molbiopara.2015.06.001","Rowe","Edinburgh Infectious Diseases Organisation","Molecular and Biochemical Parasitology (ScienceDirect)",2015,1,NA,NA,1,0,"supp",2,2,2,4,0,NA,NA,"pdf/34.pdf"
233,"NADH dehydrogenase of Trypanosoma brucei is important for efficient acetate production in bloodstream forms","10.1016/j.molbiopara.2016.10.001","Schnaufer","IIIR","Molecular and Biochemical Parasitology",2017,0,NA,NA,1,0,"SM",2,2,2,4,0,0,NA,"pdf/233.pdf"
257,"Structural and kinetic characterization of Trypanosoma congolense pyruvate kinase","10.1016/j.molbiopara.2020.111263","Michels","IQB3","Molecular and Biochemical Parasitology",2021,1,NA,NA,0,0,"PDB",3,4,3,2,0,NA,NA,"pdf/257.pdf"
52,"Broad-Spectrum Inhibition of Respiratory Virus Infection by MicroRNA Mimics Targeting p38 MAPK Signaling","10.1016/j.omtn.2017.03.008","Buck","Edinburgh Infectious Diseases Organisation","Molecular Therapy Nucleic Acids              (Cell Press)",2017,1,NA,NA,1,0,"supp",2,4,4,4,NA,NA,NA,"pdf/52.pdf"
258,"Gamma-glutamylcysteine synthetase and tryparedoxin 1 exert high control on the antioxidant system in Trypanosoma cruzi contributing to drug resistance and infectivity","10.1016/j.redox.2019.101231","Michels","IQB3","Redox Biology",2019,0,NA,NA,0,0,"SM",2,2,2,3,0,NA,NA,"pdf/258.pdf"
164,"Evaluation of a Campylobacter jejuni N-glycan-ExoA glycoconjugate vaccine to reduce C. jejuni colonisation in chickens","10.1016/j.vaccine.2021.10.085","Vohra","Edinburgh Infectious Diseases Organisation","Vaccine                                      (ScienceDirect)",2021,1,NA,NA,1,0,NA,1,1,1,1,NA,NA,NA,"pdf/164.pdf"
225,"Immunogenicity of the RTS,S/AS01 malaria vaccine and implications for duration of vaccine efficacy: secondary analysis of data from a phase 3 randomised controlled trial","10.1016/S1473-3099(15)00239-X","Riley","IIIR","The Lancet Infectious Diseases",2015,0,NA,NA,0,0,"SM",3,2,2,4,NA,NA,1,"pdf/225.pdf"
208,"Peptide microarray IgM and IgG screening of pre-SARS-CoV-2 human serum samples from Zimbabwe for reactivity with peptides from all seven human coronaviruses: a cross-sectional study","10.1016/S2666-5247(22)00295-6","Mutapi","IIIR","The Lancet Microbe",2023,1,NA,0,1,0,"SM",2,3,2,3,NA,NA,1,"pdf/208.pdf"
260,"Exploiting the 2-Amino-1,3,4-thiadiazole Scaffold To Inhibit Trypanosoma brucei Pteridine Reductase in Support of Early-Stage Drug Discovery","10.1021/acsomega.7b00473","Michels","IQB3","ACS Omega",2017,1,"0",NA,0,0,"SM, FigShare, PDB",3,4,4,3,NA,NA,NA,"pdf/260.pdf"
253,"Identification of ML251, a Potent Inhibitor of T. brucei and T. cruzi Phosphofructokinase","10.1021/ml400259d","Walkinshaw","IQB3","ACS Medicinal Chemistry Letters",2014,1,NA,NA,0,0,"PubChem, SM ",2,4,3,2,NA,NA,NA,"pdf/253.pdf"
290,"The Characterization of Varicella Zoster Virus–Specific T Cells in Skin and Blood during Aging","10.1038/jid.2015.63","Mabbott","Roslin","Journal of Investigative Dermatology",2015,1,NA,NA,0,0,"SM",2,2,2,2,0,0,1,"pdf/290.pdf"
207,"The mucosal inflammatory response to non-typhoidal Salmonella in the intestine is blunted by IL-10 during concurrent malaria parasite infection","10.1038/mi.2014.18","Mooney","IIIR","Mucosal Immunology",2014,1,NA,NA,0,0,"SM, GEO",2,2,3,3,0,1,NA,"pdf/207.pdf"
278,"An innate defense peptide BPIFA1/SPLUNC1 restricts influenza A virus infection","10.1038/mi.2017.45","DIgard","Roslin","Mucosal Immunology",2018,1,NA,NA,0,0,"SM",2,2,2,4,0,NA,NA,"pdf/278.pdf"
246,"Fast acting allosteric phosphofructokinase inhibitors block trypanosome glycolysis and cure acute African trypanosomiasis in mice","10.1038/s41467-021-21273-6","Walkinshaw","IQB3","Nature communications",2021,1,NA,1,1,0,"SM, PDB",4,4,3,4,1,NA,NA,"pdf/246.pdf"
283,"IL-17 signalling is critical for controlling subcutaneous adipose tissue dynamics and parasite burden during chronic murine Trypanosoma brucei infection","10.1038/s41467-023-42918-8","Mabbott","Roslin","Nature communications",2023,1,"1",1,0,1,"SM, NCBI, Zenodo",3,4,4,4,0,1,1,"pdf/283.pdf"
547,"Ancient diversity in host-parasite interaction genes in a model parasitic nematode","10.1038/s41467-023-43556-w ","Buck","Edinburgh Infectious Diseases Organisation","Communications Biology                  (Nature)",2023,1,"1",1,0,1,"ENA, Github, Zenodo",4,4,4,4,NA,1,NA,"pdf/547.pdf"
219,"Durable natural killer cell responses after heterologous two-dose Ebola vaccination","10.1038/s41541-021-00280-0","Riley","IIIR","NPJ Vaccines",2021,1,NA,0,3,0,"SM",2,3,2,4,NA,NA,1,"pdf/219.pdf"
264,"Identification of novel interferon responsive protein partners of human leukocyte antigen A (HLA-A) using cross-linking mass spectrometry (CLMS) approach","10.1038/s41598-022-21393-z","Wear","IQB3","Scientific Reports",2022,1,NA,1,0,0,"SM",4,4,2,4,1,NA,NA,"pdf/264.pdf"
206,"Inflammation-associated alterations to the intestinal microbiota reduce colonization resistance against non-typhoidal Salmonella during concurrent malaria parasite infection","10.1038/srep14603","Mooney","IIIR","Scientific Reports",2015,1,NA,NA,0,0,"SM, GEO",2,2,3,4,0,1,NA,"pdf/206.pdf"
298,"Identification of LukPQ, a novel, equid-adapted leukocidin of Staphylococcus aureus","10.1038/srep40660","Paterson","Roslin","Scientific Reports",2017,1,NA,NA,0,0,"SM, ENA",2,4,3,4,NA,1,0,"pdf/298.pdf"
2,"Bacteria repelling poly(methylmethacrylate-co-dimethylacrylamide) coatings for biomedical devices","10.1039/C4TB01129E","Blakely","Edinburgh Infectious Diseases Organisation","Journal of Materials Chemistry B            (The Royal Society of Chemistry)",2014,1,NA,NA,0,0,"supp",2,2,2,4,0,NA,NA,"pdf/2.pdf"
267,"A computationally designed binding mode flip leads to a novel class of potent tri-vector cyclophilin inhibitors","10.1039/C8SC03831G","Wear","IQB3","Chemical Science",2019,1,"1",NA,2,0,"SM, PDB, GitHub",4,4,4,4,0,1,NA,"pdf/267.pdf"
249,"An allostatic mechanism for M2 pyruvate kinase as an amino-acid sensor","10.1042/BCJ20180171","Walkinshaw","IQB3","Biochemical Journal",2018,1,NA,NA,1,0,"SM",3,2,2,4,NA,NA,NA,"pdf/249.pdf"
248,"The kinetic characteristics of human and trypanosomatid phosphofructokinases for the reverse reaction","10.1042/BCJ20180635","Walkinshaw","IQB3","Biochemical Journal",2019,1,NA,NA,1,0,"SM",2,2,2,4,NA,NA,NA,"pdf/248.pdf"
168,"Microfluidic system for near-patient extraction and detection of miR-122 microRNA biomarker for drug-induced liver injury diagnostics ","10.1063/5.0085078","Buck","Edinburgh Infectious Diseases Organisation","Biomicrofluidics                                          (AIP Publishing)",2022,1,NA,1,0,0,"CAD ",2,3,4,4,0,NA,NA,"pdf/168.pdf"
236,"Trypanosomal TAC40 constitutes a novel subclass of mitochondrial β-barrel proteins specialized in mitochondrial genome inheritance","10.1073/pnas.1404854111","Schnaufer","IIIR","Proceedings of the National Academy of Sciences",2014,1,"0",NA,0,0,"SM",2,2,2,2,0,0,NA,"pdf/236.pdf"
107,"Developmental competence and antigen switch frequency can be uncoupled in Trypanosoma brucei","10.1073/pnas.1912711116","Matthews","Edinburgh Infectious Diseases Organisation","Proceedings of the National Academy of Science (PNAS)",2019,1,"1",NA,1,0,"supp",2,4,4,4,0,1,NA,"pdf/107.pdf"
138,"Ecological divergence and hybridization of Neotropical Leishmania parasites","10.1073/pnas.1920136117","Savill","Edinburgh Infectious Diseases Organisation","Proceedings of the National Academy of Science (PNAS)",2020,1,"1",1,0,1,"European Nucleotide Archive ",3,3,4,4,NA,1,NA,"pdf/138.pdf"
154,"Complement C1s cleaves PfEMP1 at interdomain conserved sites inhibiting Plasmodium falciparum cytoadherence","10.1073/pnas.2104166118","Rowe","Edinburgh Infectious Diseases Organisation","Proceedings of the National Academy of Science (PNAS)",2021,1,NA,1,0,0,"PacBio long-read-sequencing data",4,4,2,2,0,NA,NA,"pdf/154.pdf"
551,"The developmental hierarchy and scarcity of replicative slender trypanosomes in blood challenges their role in infection maintenance","10.1073/pnas.2306848120","Matthews","Edinburgh Infectious Diseases Organisation","PNAS Microbiology",2023,1,"1",1,1,0,"ENA, Zenodo",4,4,4,4,NA,1,NA,"pdf/551.pdf"
