"ID","Title","DOI","ResGrp","Institution","Journal","Year","AnalysisPgrm","CodeArchived","DAS","CorresAuthor","Preprints","Repository","Complete","Reuse","Access","Licence","Image","Genomics","Human","filepath","txt_filepath","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","Method"
515,"Cellular heterogeneity of the developing worker honey bee (Apis mellifera) pupa: a single cell transcriptomics analysis: Honeybee cell heterogeneity during development","10.1093/g3journal/jkad178","Henderson","HGU","G3 Genes|Genomes|Genetics",2023,1,2,1,0,1,"B",4,4,4,4,NA,1,NA,"pdf/515.pdf","txt/515.txt",TRUE,"data availability statement",FALSE,"data availability arrese el soulages jl. insect fat body: energy metabolism and the dataset described in this manuscript has been deposited in regulation. annu rev entomol. 2010;55(1):207–225. doi",NA,"oddpub"
516,"Dynamic changes in DNA modification states during late gestation male germ line development in the rat","10.1186/1756-8935-7-19","Meehan","HGU","Epigenetics & Chromatin",2014,1,NA,NA,0,0,"S",2,2,2,4,1,1,NA,"pdf/516.pdf","txt/516.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
517,"Lsh is essential for maintaining global DNA methylation levels in amphibia and fish and interacts directly with Dnmt1","10.1155/2015/740637","Meehan","HGU","BioMed Research International",2015,0,NA,NA,1,0,"S",2,2,2,4,1,1,0,"pdf/517.pdf","txt/517.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
518,"Rapid reprogramming of epigenetic and transcriptional profiles in mammalian culture systems","10.1186/s13059-014-0576-y","Meehan","HGU","Genome Biology",2015,1,0,1,1,0,"B",4,4,4,4,1,1,0,"pdf/518.pdf","txt/518.txt",TRUE,"field-specific repository, supplement",FALSE,"all data have been deposited in arrayexpress at the european bioinformatics institute under the acces- expression microarray analysis sions e-mtab-3172 e-mtab-3176 e-mtab-3177 total rna was isolated from cells using trizol (invitrogen). and e-mtab-3183 [68].     table s2 in additional file 1. all data",NA,"oddpub"
519,"5-Hydroxymethylcytosine Remodeling Precedes Lineage Specification during Differentiation of Human CD4+ T Cells","10.1016/j.celrep.2016.05.091","Meehan","HGU","Cell Reports",2016,1,2,NA,0,0,"B",4,4,4,3,0,1,0,"pdf/519.pdf","txt/519.txt",TRUE,"field-specific repository",FALSE,"cell 145 423–434. data reported in this paper are arrayexpress: e-mtab-4685 e-mtab-4686 gustafsson m. gawel d.r. alfredsson l. baranzini s. björkander j. e-mtab-4687 e-mtab-4688 and e-mtab-4689.",NA,"oddpub"
520,"Mobilization of LINE-1 Retrotransposons is Restricted by Tex19.1 in Mouse Embryonic Stem Cells","10.7554/eLife.26152","Meehan","HGU","eLife",2017,0,NA,0,0,0,"S",2,3,2,4,0,1,0,"pdf/520.pdf","txt/520.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
521,"A Cell/Cilia Cycle Biosensor for Single-Cell Kinetics Reveals Persistence of Cilia after G1/S Transition Is a General Property in Cells and Mice","10.1016/j.devcel.2018.10.027","Meehan","HGU","Developmental Cell",2018,1,0,NA,0,0,"S",2,3,2,4,1,1,NA,"pdf/521.pdf","txt/521.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
522,"DNA Methylation Directs Polycomb-Dependent 3D Genome Re-organization in Naive Pluripotency","10.1016/j.celrep.2019.10.031","Meehan","HGU","Cell Reports",2019,1,1,1,1,1,"B",3,4,4,4,0,1,NA,"pdf/522.pdf","txt/522.txt",TRUE,"field-specific repository, general-purpose repository, data availability statement",TRUE,"cell reports 29 1974–1985 november 12 2019 1985 star+methods key resources table reagent or resource source identifier antibodies esrrb (human errb clone h6705) perscus proteomics mouse pp-h6705; rrid: ab_2100412 ring1b (rnf2) mbl d139-3; rrid: ab_592650 h3k27me3 millipore 07-449; rrid: ab_310624 donkey anti-mouse alexafluor 555 thermo fisher a31570; rrid: ab_2536180 bacterial and virus strains fosmid fish probes bacpac resource see table s3 chemicals peptides and recombinant proteins dmem high glucose pyruvate gibco 41966029 glasgow’s mem gibco 21710025 dmem/f-12 gibco 11320033 neurobasal medium gibco 21103049 n-2 supplement (100x) gibco 17502001 b-27 supplement (50x) serum free gibco 17504044 bovine albumin fraction v (7.5% solution) gibco 15260037 fetal calf serum (myoclone) thermo fisher 10081-073 stemolecule pd0325901 stemgent 040006 stemolecule chir99021 stemgent 040004 1-thioglycerol sigma m6145 esgro recombinant mouse lif protein millipore esg1106 biotin-16-dutp roche 11093070910 digoxigenin-11-dutp roche 11573152910 green 500 dutp enzo life sciences enz-42845 chromatide alexa fluor 594-5-dutp invitrogen thermofisher c11400 mouse cot-1 dna invitrogen thermofisher 18440-016 protein g dynabeads invitrogen thermofisher 10003d hplc grade water chromasolv sigma 7732-18-5 t7 dna polymerase thermo scientific ep0081 agencourt ampure xp beads beckman coulter 10136224 ion xpress barcode adaptors thermo fisher 4471250 formaldehyde calbiochem 344198 igepal ca-630 sigma i8896 halt protease inhibitor cocktail thermo scientific 78430 nebuffer 3 new england biolabs b7003s triton x-100 sigma 93443 dpnii with buffer new england biolabs r0543m dntps life technologies 0297018 biotin-14-datp invitrogen 19524016 dna polymerase i klenow fragment new england biolabs m0210l t4 dna ligase buffer new england biolabs b0202s t4 dna ligase new england biolabs m0202m dynabeads myone streptavidin t1 life technologies 65602 t4 polynucleotide kinase new england biolabs m0201l (continued on next page) e1 cell reports 29 1974–1985.e1–e6 november 12 2019 continued reagent or resource source identifier t4 dna polymerase new england biolabs m0203l nebuffer 2 new england biolabs b7002s dna polymerase i klenow (3‘/5‘ exo-) new england biolabs m0212l fragment quick ligation kit new england biolabs m2200l q5 high-fidelity dna polymerase new england biolabs m0491l critical commercial assays turbo dna-free kit ambion am1907 truseq stranded mrna library kit illumina 20020594 rneasy kit qiagen 74106 minelute pcr purification kit qiagen 28004 qubit dsdna hs assay kit invitrogen q32854 qubit rna hs assay kit invitrogen q32852 ion xpressplus fragment library kit thermo fisher 4471269 amicon filter units 30k 500 ml millipore ufc5030bk deposited data hi-c e14 mescs grown in serum and https://www.ncbi.nlm.nih.gov/geo gse124342 2i media rna-seq https://www.ncbi.nlm.nih.gov/geo gse121171 h3k27me3 chip-seq in serum and https://www.ncbi.nlm.nih.gov/geo gse72555 2i media ring1b chip-seq https://www.ncbi.nlm.nih.gov/geo gse69978 experimental models: cell lines e14 mescs fiona kilanowski igmm n/a wt j1 (clone 36) mescs wutz and jaenisch 2000 n/a ring1b/ mescs leeb and wutz 2007 n/a eed/ mescs schoeftner et al. 2006 n/a 3b3l cells okano et al. 1999; jackson et al. 2004; n/a and this paper experimental models: organisms/strains c57bl/6 mice charles river n/a software and algorithms volocity 3d image analysis software perkinelmer inc www.quorumtechnologies.com torrent tmp github https://github.com/iontorrent/tmap distiller github https://github.com/mirnylab/distiller-nf pairtools github https://github.com/mirnylab/pairtools cooler github https://github.com/mirnylab/cooler cooltools github https://github.com/mirnylab/cooltools coolpup.py github https://github.com/phlya/coolpuppy sailfish github https://github.com/kingsfordgroup/sailfish other hypercarb hplc column thermo scientific 35003-031030 dna lobind tubes eppendorf 0030108051 lead contact and materials availability further information and requests for resources and reagents should be directed to and will be fulfilled by the lead contact richard meehan (richard.meehan@igmm.ed.ac.uk).;     rna-seq data can be accessed using series accession number gse121171.  cell reports 29 1974–1985 november 12 2019 1985 star+methods key resources table reagent or resource source identifier antibodies esrrb (human errb clone h6705) perscus proteomics mouse pp-h6705; rrid: ab_2100412 ring1b (rnf2) mbl d139-3; rrid: ab_592650 h3k27me3 millipore 07-449; rrid: ab_310624 donkey anti-mouse alexafluor 555 thermo fisher a31570; rrid: ab_2536180 bacterial and virus strains fosmid fish probes bacpac resource see table s3 chemicals peptides and recombinant proteins dmem high glucose pyruvate gibco 41966029 glasgow’s mem gibco 21710025 dmem/f-12 gibco 11320033 neurobasal medium gibco 21103049 n-2 supplement (100x) gibco 17502001 b-27 supplement (50x) serum free gibco 17504044 bovine albumin fraction v (7.5% solution) gibco 15260037 fetal calf serum (myoclone) thermo fisher 10081-073 stemolecule pd0325901 stemgent 040006 stemolecule chir99021 stemgent 040004 1-thioglycerol sigma m6145 esgro recombinant mouse lif protein millipore esg1106 biotin-16-dutp roche 11093070910 digoxigenin-11-dutp roche 11573152910 green 500 dutp enzo life sciences enz-42845 chromatide alexa fluor 594-5-dutp invitrogen thermofisher c11400 mouse cot-1 dna invitrogen thermofisher 18440-016 protein g dynabeads invitrogen thermofisher 10003d hplc grade water chromasolv sigma 7732-18-5 t7 dna polymerase thermo scientific ep0081 agencourt ampure xp beads beckman coulter 10136224 ion xpress barcode adaptors thermo fisher 4471250 formaldehyde calbiochem 344198 igepal ca-630 sigma i8896 halt protease inhibitor cocktail thermo scientific 78430 nebuffer 3 new england biolabs b7003s triton x-100 sigma 93443 dpnii with buffer new england biolabs r0543m dntps life technologies 0297018 biotin-14-datp invitrogen 19524016 dna polymerase i klenow fragment new england biolabs m0210l t4 dna ligase buffer new england biolabs b0202s t4 dna ligase new england biolabs m0202m dynabeads myone streptavidin t1 life technologies 65602 t4 polynucleotide kinase new england biolabs m0201l (continued on next page) e1 cell reports 29 1974–1985.e1–e6 november 12 2019 continued reagent or resource source identifier t4 dna polymerase new england biolabs m0203l nebuffer 2 new england biolabs b7002s dna polymerase i klenow (3‘/5‘ exo-) new england biolabs m0212l fragment quick ligation kit new england biolabs m2200l q5 high-fidelity dna polymerase new england biolabs m0491l critical commercial assays turbo dna-free kit ambion am1907 truseq stranded mrna library kit illumina 20020594 rneasy kit qiagen 74106 minelute pcr purification kit qiagen 28004 qubit dsdna hs assay kit invitrogen q32854 qubit rna hs assay kit invitrogen q32852 ion xpressplus fragment library kit thermo fisher 4471269 amicon filter units 30k 500 ml millipore ufc5030bk deposited data hi-c e14 mescs grown in serum and https://www.ncbi.nlm.nih.gov/geo gse124342 2i media rna-seq https://www.ncbi.nlm.nih.gov/geo gse121171 h3k27me3 chip-seq in serum and https://www.ncbi.nlm.nih.gov/geo gse72555 2i media ring1b chip-seq https://www.ncbi.nlm.nih.gov/geo gse69978 experimental models: cell lines e14 mescs fiona kilanowski igmm n/a wt j1 (clone 36) mescs wutz and jaenisch 2000 n/a ring1b/ mescs leeb and wutz 2007 n/a eed/ mescs schoeftner et al. 2006 n/a 3b3l cells okano et al. 1999; jackson et al. 2004; n/a and this paper experimental models: organisms/strains c57bl/6 mice charles river n/a software and algorithms volocity 3d image analysis software perkinelmer inc www.quorumtechnologies.com torrent tmp github https://github.com/iontorrent/tmap distiller github https://github.com/mirnylab/distiller-nf pairtools github https://github.com/mirnylab/pairtools cooler github https://github.com/mirnylab/cooler cooltools github https://github.com/mirnylab/cooltools coolpup.py github https://github.com/phlya/coolpuppy sailfish github https://github.com/kingsfordgroup/sailfish other hypercarb hplc column thermo scientific 35003-031030 dna lobind tubes eppendorf 0030108051 lead contact and materials availability further information and requests for resources and reagents should be directed to and will be fulfilled by the lead contact richard meehan (richard.meehan@igmm.ed.ac.uk).;     the code used to perform pile-up analysis of hi-c data is available at: https://github.com/phlya/coolpuppy (flyamer et al. 2019).    deposited data hi-c e14 mescs grown in serum and https://www.ncbi.nlm.nih.gov/geo gse124342","cell reports 29 1974–1985 november 12 2019 1985 star+methods key resources table reagent or resource source identifier antibodies esrrb (human errb clone h6705) perscus proteomics mouse pp-h6705; rrid: ab_2100412 ring1b (rnf2) mbl d139-3; rrid: ab_592650 h3k27me3 millipore 07-449; rrid: ab_310624 donkey anti-mouse alexafluor 555 thermo fisher a31570; rrid: ab_2536180 bacterial and virus strains fosmid fish probes bacpac resource see table s3 chemicals peptides and recombinant proteins dmem high glucose pyruvate gibco 41966029 glasgow’s mem gibco 21710025 dmem/f-12 gibco 11320033 neurobasal medium gibco 21103049 n-2 supplement (100x) gibco 17502001 b-27 supplement (50x) serum free gibco 17504044 bovine albumin fraction v (7.5% solution) gibco 15260037 fetal calf serum (myoclone) thermo fisher 10081-073 stemolecule pd0325901 stemgent 040006 stemolecule chir99021 stemgent 040004 1-thioglycerol sigma m6145 esgro recombinant mouse lif protein millipore esg1106 biotin-16-dutp roche 11093070910 digoxigenin-11-dutp roche 11573152910 green 500 dutp enzo life sciences enz-42845 chromatide alexa fluor 594-5-dutp invitrogen thermofisher c11400 mouse cot-1 dna invitrogen thermofisher 18440-016 protein g dynabeads invitrogen thermofisher 10003d hplc grade water chromasolv sigma 7732-18-5 t7 dna polymerase thermo scientific ep0081 agencourt ampure xp beads beckman coulter 10136224 ion xpress barcode adaptors thermo fisher 4471250 formaldehyde calbiochem 344198 igepal ca-630 sigma i8896 halt protease inhibitor cocktail thermo scientific 78430 nebuffer 3 new england biolabs b7003s triton x-100 sigma 93443 dpnii with buffer new england biolabs r0543m dntps life technologies 0297018 biotin-14-datp invitrogen 19524016 dna polymerase i klenow fragment new england biolabs m0210l t4 dna ligase buffer new england biolabs b0202s t4 dna ligase new england biolabs m0202m dynabeads myone streptavidin t1 life technologies 65602 t4 polynucleotide kinase new england biolabs m0201l (continued on next page) e1 cell reports 29 1974–1985.e1–e6 november 12 2019 continued reagent or resource source identifier t4 dna polymerase new england biolabs m0203l nebuffer 2 new england biolabs b7002s dna polymerase i klenow (3‘/5‘ exo-) new england biolabs m0212l fragment quick ligation kit new england biolabs m2200l q5 high-fidelity dna polymerase new england biolabs m0491l critical commercial assays turbo dna-free kit ambion am1907 truseq stranded mrna library kit illumina 20020594 rneasy kit qiagen 74106 minelute pcr purification kit qiagen 28004 qubit dsdna hs assay kit invitrogen q32854 qubit rna hs assay kit invitrogen q32852 ion xpressplus fragment library kit thermo fisher 4471269 amicon filter units 30k 500 ml millipore ufc5030bk deposited data hi-c e14 mescs grown in serum and https://www.ncbi.nlm.nih.gov/geo gse124342 2i media rna-seq https://www.ncbi.nlm.nih.gov/geo gse121171 h3k27me3 chip-seq in serum and https://www.ncbi.nlm.nih.gov/geo gse72555 2i media ring1b chip-seq https://www.ncbi.nlm.nih.gov/geo gse69978 experimental models: cell lines e14 mescs fiona kilanowski igmm n/a wt j1 (clone 36) mescs wutz and jaenisch 2000 n/a ring1b/ mescs leeb and wutz 2007 n/a eed/ mescs schoeftner et al. 2006 n/a 3b3l cells okano et al. 1999; jackson et al. 2004; n/a and this paper experimental models: organisms/strains c57bl/6 mice charles river n/a software and algorithms volocity 3d image analysis software perkinelmer inc www.quorumtechnologies.com torrent tmp github https://github.com/iontorrent/tmap distiller github https://github.com/mirnylab/distiller-nf pairtools github https://github.com/mirnylab/pairtools cooler github https://github.com/mirnylab/cooler cooltools github https://github.com/mirnylab/cooltools coolpup.py github https://github.com/phlya/coolpuppy sailfish github https://github.com/kingsfordgroup/sailfish other hypercarb hplc column thermo scientific 35003-031030 dna lobind tubes eppendorf 0030108051 lead contact and materials availability further information and requests for resources and reagents should be directed to and will be fulfilled by the lead contact richard meehan (richard.meehan@igmm.ed.ac.uk).;     the code used to perform pile-up analysis of hi-c data is available at: https://github.com/phlya/coolpuppy (flyamer et al. 2019). cell reports 29 1974–1985 november 12 2019 1985 star+methods key resources table reagent or resource source identifier antibodies esrrb (human errb clone h6705) perscus proteomics mouse pp-h6705; rrid: ab_2100412 ring1b (rnf2) mbl d139-3; rrid: ab_592650 h3k27me3 millipore 07-449; rrid: ab_310624 donkey anti-mouse alexafluor 555 thermo fisher a31570; rrid: ab_2536180 bacterial and virus strains fosmid fish probes bacpac resource see table s3 chemicals peptides and recombinant proteins dmem high glucose pyruvate gibco 41966029 glasgow’s mem gibco 21710025 dmem/f-12 gibco 11320033 neurobasal medium gibco 21103049 n-2 supplement (100x) gibco 17502001 b-27 supplement (50x) serum free gibco 17504044 bovine albumin fraction v (7.5% solution) gibco 15260037 fetal calf serum (myoclone) thermo fisher 10081-073 stemolecule pd0325901 stemgent 040006 stemolecule chir99021 stemgent 040004 1-thioglycerol sigma m6145 esgro recombinant mouse lif protein millipore esg1106 biotin-16-dutp roche 11093070910 digoxigenin-11-dutp roche 11573152910 green 500 dutp enzo life sciences enz-42845 chromatide alexa fluor 594-5-dutp invitrogen thermofisher c11400 mouse cot-1 dna invitrogen thermofisher 18440-016 protein g dynabeads invitrogen thermofisher 10003d hplc grade water chromasolv sigma 7732-18-5 t7 dna polymerase thermo scientific ep0081 agencourt ampure xp beads beckman coulter 10136224 ion xpress barcode adaptors thermo fisher 4471250 formaldehyde calbiochem 344198 igepal ca-630 sigma i8896 halt protease inhibitor cocktail thermo scientific 78430 nebuffer 3 new england biolabs b7003s triton x-100 sigma 93443 dpnii with buffer new england biolabs r0543m dntps life technologies 0297018 biotin-14-datp invitrogen 19524016 dna polymerase i klenow fragment new england biolabs m0210l t4 dna ligase buffer new england biolabs b0202s t4 dna ligase new england biolabs m0202m dynabeads myone streptavidin t1 life technologies 65602 t4 polynucleotide kinase new england biolabs m0201l (continued on next page) e1 cell reports 29 1974–1985.e1–e6 november 12 2019 continued reagent or resource source identifier t4 dna polymerase new england biolabs m0203l nebuffer 2 new england biolabs b7002s dna polymerase i klenow (3‘/5‘ exo-) new england biolabs m0212l fragment quick ligation kit new england biolabs m2200l q5 high-fidelity dna polymerase new england biolabs m0491l critical commercial assays turbo dna-free kit ambion am1907 truseq stranded mrna library kit illumina 20020594 rneasy kit qiagen 74106 minelute pcr purification kit qiagen 28004 qubit dsdna hs assay kit invitrogen q32854 qubit rna hs assay kit invitrogen q32852 ion xpressplus fragment library kit thermo fisher 4471269 amicon filter units 30k 500 ml millipore ufc5030bk deposited data hi-c e14 mescs grown in serum and https://www.ncbi.nlm.nih.gov/geo gse124342 2i media rna-seq https://www.ncbi.nlm.nih.gov/geo gse121171 h3k27me3 chip-seq in serum and https://www.ncbi.nlm.nih.gov/geo gse72555 2i media ring1b chip-seq https://www.ncbi.nlm.nih.gov/geo gse69978 experimental models: cell lines e14 mescs fiona kilanowski igmm n/a wt j1 (clone 36) mescs wutz and jaenisch 2000 n/a ring1b/ mescs leeb and wutz 2007 n/a eed/ mescs schoeftner et al. 2006 n/a 3b3l cells okano et al. 1999; jackson et al. 2004; n/a and this paper experimental models: organisms/strains c57bl/6 mice charles river n/a software and algorithms volocity 3d image analysis software perkinelmer inc www.quorumtechnologies.com torrent tmp github https://github.com/iontorrent/tmap distiller github https://github.com/mirnylab/distiller-nf pairtools github https://github.com/mirnylab/pairtools cooler github https://github.com/mirnylab/cooler cooltools github https://github.com/mirnylab/cooltools coolpup.py github https://github.com/phlya/coolpuppy sailfish github https://github.com/kingsfordgroup/sailfish other hypercarb hplc column thermo scientific 35003-031030 dna lobind tubes eppendorf 0030108051 lead contact and materials availability further information and requests for resources and reagents should be directed to and will be fulfilled by the lead contact richard meehan (richard.meehan@igmm.ed.ac.uk).","oddpub"
523,"Activation of transcription factor circuity in 2i-induced ground state pluripotency is independent of repressive global epigenetic landscapes","10.1093/nar/gkaa529","Meehan","HGU","Nucleotide Acids Research",2020,1,0,1,1,0,"B",3,4,4,4,NA,1,NA,"pdf/523.pdf","txt/523.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
524,"A human pluripotent stem cell model for the analysis of metabolic dysfunction in hepatic steatosis","10.1016/j.isci.2020.101931","Meehan","HGU","iScience",2021,1,NA,1,0,0,"B",3,4,4,4,0,1,0,"pdf/524.pdf","txt/524.txt",TRUE,"field-specific repository, general-purpose repository",FALSE,"data and code availability the accession number for transcriptomic sequencing data reported in this paper is geo: gse138052.;     the accession number for 5hmc sequencing data reported in this paper is geo: gse144955.;     data are available through the gene expression omnibus 243 (gse144955). original raw gc- ms data have been deposited to mendeley data: https://data.mendeley.com/datasets/gd5k5psvf4/1; https://doi.org/10.17632/gd5k5psvf4.1.",NA,"oddpub"
525,"A Conditional Zebrafish MITF Mutation Reveals MITF Levels Are Critical for Melanoma Promotion vs. Regression In Vivo","10.1038/jid.2013.293","Patton","HGU","Journal of Investigative Dermatology",2014,0,0,NA,1,0,NA,1,1,1,1,0,1,NA,"pdf/525.pdf","txt/525.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
526,"MEK Inhibitors Reverse cAMP-Mediated Anxiety in Zebrafish","10.1016/j.chembiol.2015.08.010","Patton","HGU","Chemistry & Biology",2015,1,0,NA,1,0,"S",2,3,2,4,1,1,NA,"pdf/526.pdf","txt/526.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
527,"Mosaic Activating Mutations in GNA11 and GNAQ Are Associated with Phakomatosis Pigmentovascularis and Extensive Dermal Melanocytosis","10.1016/j.jid.2015.11.027","Patton","HGU","Journal of Investigative Dermatology",2016,0,0,NA,0,0,"B",2,2,2,4,0,1,1,"pdf/527.pdf","txt/527.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
528,"Loss of the chromatin modifier Kdm2aa causes BrafV600E-independent spontaneous melanoma in zebrafish","10.1371/journal.pgen.1006959","Patton","HGU","Plos Genetics",2017,1,2,1,0,0,"B",4,4,4,4,0,1,NA,"pdf/528.pdf","txt/528.txt",TRUE,"field-specific repository, supplement, data availability statement",FALSE,"data availability statement: rna-seq data are available from ena (erp007082) and arrayexpress (e-erad-326).;     whole exome sequence data are available from ena (erp016095).;     rna-seq data were submitted to ena under study accession number: erp007082 and to arrayexpress under accession number: e-erad-326.;     whole exome sequencing data were submitted to ena under study accession number: erp016095.     xlsx) s2 table data availability statement: rna-seq data are available from ena (erp007082) and arrayexpress (e-erad-326",NA,"oddpub"
529,"Wilms Tumor 1b defines a wound-specific sheath cell subpopulation associated with notochord repair","10.7554/eLife.30657","Patton","HGU","eLife",2018,1,2,NA,1,0,"S",3,4,2,4,1,1,NA,"pdf/529.pdf","txt/529.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
530,"Endothelin receptor Aa regulates proliferation and differentiation of Erb-dependant pigment progenitors in zebrafish","10.1371/journal.pgen.1007941","Patton","HGU","Plos Genetics",2019,1,0,1,0,1,"IR",3,4,3,4,1,1,NA,"pdf/530.pdf","txt/530.txt",TRUE,"data availability statement",FALSE,"data availability statement: count data are available from the university of bath data archive at pattern untouched) we identify erbb inhibitors as a key hit. the time-window of sensitivity to https://doi",NA,"oddpub"
531,"PRL3-DDX21 transcriptional control of endolysosomal genes restricts melanocyte stem cell differentiation","10.1016/j.devcel.2020.06.013","Patton","HGU","Developmental Cell",2020,1,2,0,1,0,"B",3,4,4,4,1,1,0,"pdf/531.pdf","txt/531.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
532,"Synergistic melanoma cell death mediated by inhibition of both MCL1 and BCL2 in high-risk tumors driven by NF1/PTEN loss","10.1038/s41388-021-01926-y","Patton","HGU","Oncogene",2021,1,NA,NA,0,0,NA,1,1,1,1,0,1,NA,"pdf/532.pdf","txt/532.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
533,"Aldh2 is a lineage-specific metabolic gatekeeper in melanocyte stem cells","10.1242/dev.200277","Patton","HGU","Development",2022,1,2,1,1,1,"B",4,4,4,4,1,1,NA,"pdf/533.pdf","txt/533.txt",TRUE,"field-specific repository, data availability statement",FALSE,"s1) and the high selectivity of cvt-10216 for reanalysed here are available in geo [gse131136 (saunders et al. 2019) 10 stem cells and regeneration development (2022) 149 dev200277. doi:10.1242/dev.200277 and gse178364 (brombin et al. 2022)] and ncbi sra [prjna564810 tg(crestin:mcherry) fish to obtain embryos with similar levels of transgene (farnsworth et al. 2020)]. expression.;     aldh2.2 expression within developmental melanocytes was visualized using the recent scrna-seq dataset of brombin et al. (2022) (deposited in geo data availability under accession number gse178364).      data availability under accession number gse178364",NA,"oddpub"
534,"Acetylation reprograms MITF target selectivity and residence time","10.1038/s41467-023-41793-7","Patton","HGU","Nature Communications",2023,1,2,1,0,0,"B",4,4,4,4,1,1,0,"pdf/534.pdf","txt/534.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
535,"Chromatin decondensation is sufficient to alter nuclear organization in embryonic stem cells","10.1126/science.1259587","Bickmore","HGU","Science",2014,1,0,NA,1,0,"B",3,4,4,2,0,1,0,"pdf/535.pdf","txt/535.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
536,"The E3 ubiquitin ligase activity of RING1B is not essential for early mouse development","10.1101/gad.268151.115","Bickmore","HGU","Genes & Development",2015,1,NA,NA,1,0,"B",4,4,4,4,1,1,NA,"pdf/536.pdf","txt/536.txt",TRUE,"field-specific repository",FALSE,"expression data were deposited in the gene expression omnibus (geo) repository (http:// generation of ring1bi53a/i53a and ring1b−/− mice www.ncbi.nlm.nih.gov/geo) under accession number gse69978.",NA,"oddpub"
537,"Shh and ZRS enhancer colocalisation is specific to the zone of polarizing activity","10.1242/dev.139188","Bickmore","HGU","Development",2016,1,NA,1,1,1,"B",3,4,3,4,0,1,NA,"pdf/537.pdf","txt/537.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
538,"A mechanism of cohesin‐dependent loop extrusion organizes zygotic genome architecture","10.15252/embj.201798083","Bickmore","HGU","The European Molecular Biology Organization Journal (EMBO)",2017,1,1,1,0,1,"B",3,4,4,4,1,1,NA,"pdf/538.pdf","txt/538.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
539,"PRC1 Fine-tunes Gene Repression and Activation to Safeguard Skin Development and Stem Cell Specification","10.1016/j.stem.2018.04.005","Bickmore","HGU","Cell Stem Cell",2018,1,2,1,0,0,"B",4,3,4,4,0,1,0,"pdf/539.pdf","txt/539.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
540,"Developmentally regulated Shh expression is robust to TAD perturbations","10.1242/dev.179523","Bickmore","HGU","Development",2019,1,2,1,1,1,"B",3,4,4,3,0,1,NA,"pdf/540.pdf","txt/540.txt",TRUE,"field-specific repository",FALSE,"5c datasets have been uploaded to ncbi geo under accession number gse135840.",NA,"oddpub"
541,"Bivalent promoter hypermethylation in cancer is linked to the H327me3/H3K4me3 ratio in embryonic stem cells","10.1186/s12915-020-0752-3","Bickmore","HGU","BMC Biology",2020,1,2,1,0,0,"B",4,4,3,4,NA,1,NA,"pdf/541.pdf","txt/541.txt",TRUE,"field-specific repository",FALSE,"hic data is deposited at ncbi essential for mouse development and for ezh2 histone methyltransferase geo: gse134826 [74].",NA,"oddpub"
542,"Extensive pleiotropism and allelic heterogeneity mediate metabolic effects of IRX3 and IRX5","10.1126/science.abf1008","Bickmore","HGU","Science",2021,1,NA,1,0,0,"B",4,4,4,3,1,1,0,"pdf/542.pdf","txt/542.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
543,"Cohesin is required for long-range enhancer action at the Shh locus","10.1038/s41594-022-00821-8","Bickmore","HGU","Nature Structural & Molecular Biology",2022,1,1,0,1,1,"B",3,4,4,2,0,1,NA,"pdf/543.pdf","txt/543.txt",TRUE,"general-purpose repository",TRUE,"code availability analysis of hi-c data was performed using https://github.com/open2c/distiller-nf additional information references extended data is available for this paper at https://doi.org/10.1038/s41594-022-00821-8.","code availability analysis of hi-c data was performed using https://github.com/open2c/distiller-nf additional information references extended data is available for this paper at https://doi.org/10.1038/s41594-022-00821-8.","oddpub"
